81	Latitude 81 degrees S	0	0	18
82	Latitude 82 degrees S	0	0	18
83	Latitude 83 degrees S	0	0	18
84	Latitude 84 degrees S	0	0	18
85	Latitude 85 degrees S	0	0	18
86	Latitude 86 degrees S	0	0	18
87	Latitude 87 degrees S	0	0	18
88	Latitude 88 degrees S	0	0	18
89	Latitude 89 degrees S	0	0	18
