10	10 Largest Cities in the United States	0	14	2
10	10.53104	0	40	459
10	False 10	0	40	626
10 53104	10.53104	0	40	459
10 largest cities in the united states	10 Largest Cities in the United States	0	14	2
100	List of 100 Largest Cities in U.S	0	14	2
100	List of cities in the United States with over 100,000 people	0	14	2
100	List of the 100 Largest Cities in the United States	0	14	2
100	List of the 100 largest cities in the United States	0	14	2
100	YouTube 100	0	17	1
13	13 amendment	0	9	2
13	Amendment 13	0	9	2
13 amendment	13 amendment	0	9	2
13th	13th Amendment	0	9	2
13th	13th Amendment (United States)	0	9	2
13th	13th Amendment of the U.S. Constitution	0	9	2
13th	13th Amendment of the United States Constitution	0	9	2
13th	13th Amendment to the U.S. Constitution	0	9	2
13th	13th Amendment to the United States Constitution	0	9	2
13th	13th Amendment, U.S. Constitution	0	9	2
13th	13th amendment	0	9	2
13th	13th ammendment	0	9	2
13th	The 13th Amendement	0	9	2
13th	United States Constitution, 13th Amendment	0	9	2
13th amendment	13th Amendment	0	9	2
13th amendment	13th amendment	0	9	2
13th amendment of the u s constitution	13th Amendment of the U.S. Constitution	0	9	2
13th amendment of the united states constitution	13th Amendment of the United States Constitution	0	9	2
13th amendment to the u s constitution	13th Amendment to the U.S. Constitution	0	9	2
13th amendment to the united states constitution	13th Amendment to the United States Constitution	0	9	2
13th amendment u s constitution	13th Amendment, U.S. Constitution	0	9	2
13th amendment united states	13th Amendment (United States)	0	9	2
13th ammendment	13th ammendment	0	9	2
1564	Shakespeare, William, 1564-1616	0	19	0
1564	William Shakespeare (1564-1616)	0	19	0
1564	William Shakespeare (1564–1616)	0	19	0
1616	Shakespeare, William, 1564-1616	0	19	0
1616	William Shakespeare (1564-1616)	0	19	0
1616	William Shakespeare (1564–1616)	0	19	0
1776	In Congress, July 4, 1776	0	23	0
1776	In Congress, July 4, 1776.	0	23	0
1776	July 4, 1776	0	23	0
1795	Prince of Wales Act 1795	0	40	1063
1803	Annuity to Prince of Wales, etc. Act 1803	0	40	529
1849	1849 California gold rush	0	27	0
1849	1849 Gold Rush	0	27	0
1849	California Gold Rush 1849	0	27	0
1849	California Gold Rush of 1849	0	27	0
1849	California gold rush of 1849-1850	0	27	0
1849	Gold Rush of 1849	0	27	0
1849 california gold rush	1849 California gold rush	0	27	0
1849 gold rush	1849 Gold Rush	0	27	0
1850	California gold rush of 1849-1850	0	27	0
18th	18th-century presidents of the United States	0	27	4
18th century presidents of the united states	18th-century presidents of the United States	0	27	4
19	COVID-19 misinformation on YouTube	0	40	116
1914	Birmingham Corporation Act 1914	0	40	855
1920	APFA (1920)	0	12	1
1920	American Professional Football Association (1920)	0	12	1
1935	Elvis Presley (1935-1977)	0	20	1
1935	Elvis Presley (1935–1977)	0	20	1
1965	1965 Civil Rights Act	0	18	1
1965	1965 VRA	0	18	1
1965	1965 Voting Rights Act	0	18	1
1965	1965 Voting Rights act	0	18	1
1965	Civil Rights Act of 1965	0	18	1
1965	National Voting Rights Act of 1965	0	18	1
1965	Voter rights act of 1965	0	18	1
1965	Voting Rights Act (1965)	0	18	1
1965	Voting Rights Act of 1965	0	18	1
1965 civil rights act	1965 Civil Rights Act	0	18	1
1965 voting rights act	1965 Voting Rights Act	0	18	1
1965 voting rights act	1965 Voting Rights act	0	18	1
1965 vra	1965 VRA	0	18	1
1968	World Trade Center (1968-2001)	0	31	1
1970	World Trade Center (1970-2001)	0	31	1
1970	World Trade Center (1970–2001)	0	31	1
1973	World Trade Center (1973)	0	31	1
1973	World Trade Center (1973-2001)	0	31	1
1973	World Trade Center (1973–2001)	0	31	1
1973	World Trade Centre (1973-2001)	0	31	1
1973	World Trade Centre (1973–2001)	0	31	1
1977	Elvis Presley (1935-1977)	0	20	1
1977	Elvis Presley (1935–1977)	0	20	1
1990	Federal Republic of Germany (1990-present)	0	33	1
1990	Federal Republic of Germany (1990–present)	0	33	1
1990	German Federal Republic (1990-present)	0	33	1
1990	German Federal Republic (1990–present)	0	33	1
19th	19th-century presidents of the United States	0	27	4
19th century presidents of the united states	19th-century presidents of the United States	0	27	4
